RESORT	BUSINESS_DATE	CHAR_BUSINESS_DATE	MARKET_CODE	CF_MASTER_SEQ	GROUP_NAME	S_REV_MKT	S_DEF_ROOMS_MKT	S_FB_REV_MKT	S_MISC_REV_MKT	MKT_RESORT_ROOM	GUEST_MKT	TOT_ARR_MKT	PER_OCC_MKT	PER_DOUBLE_MKT	DOUBLE_OCC_MKT	SINGLE_OCC_MKT	GUEST_DAY	ARRIVAL_DAY	ARRIVAL_MKT	TOT_ARR_DAY	PER_OCC_DAY	PER_DOUBLE_OCC_DAY	SINGLE_OCC_DAY	S_MISC_REV_DAY	DAY_RESORT_ROOM	S_FB_REV_DAY	DOUBLE_OCC_DAY	S_REV_DAY	S_DEF_ROOMS_DAY	ARR_TODAY	NO_DEFINITE_ROOMS	IN_GUEST	OCC_SINGLE	DOUBLE_OCC	REVENUE	FB_REV	OTHER_REV	TOTAL_REVENUE	RESORT_ROOM	PER_OCC	GET_ARR	MULTI_OCC_PER
SHR	29-MAR-19	03-29-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	29-MAR-19	03-29-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	30-MAR-19	03-30-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	31-MAR-19	03-31-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	01-APR-19	04-01-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	02-APR-19	04-02-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	03-APR-19	04-03-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	PCK	PCK	PCK	74475	92	20140.85	8035.93	47815	184	809.510870	.192408240	.110843877	53	39	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	PRM	PRM	PRM	142066.13	235	42757.73	8712.224482758621	47815	445	604.536723	.491477570	.332531632	159	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	PRV	PRV	PRV	308199.64	300	13729.46	4400.830574712644	47815	516	1027.33213	.627418174	.317891875	152	148	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	RAK	RAK	RAK	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	SOC	SOC	SOC	49028	161	2640.49	1415.09632183908	47815	263	304.521739	.336714420	.175677089	84	77	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	04-APR-19	04-04-19	VOL	VOL	VOL	393309	755	54711.93	15175.982528735632	47815	828	520.939073	1.57900241	.148488968	71	684	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	BAR	BAR	BAR	660717.25	822	115563.75	39497.350459770114	47815	1209	803.792275	1.71912580	.650423507	311	511	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	CON	CON	CON	607773.5	808	111332.54	40399.412298850574	47815	1229	752.194926	1.68984628	.805186657	385	423	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	COR	COR	COR	626405	1066	51217.05	11934.108735632184	47815	1138	587.621951	2.22942591	.138031998	66	1000	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	CPM	CPM	CPM	0	26	3235.43	-122.48	47815	53	0	.054376242	.033462303	16	10	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	HSU	HSU	HSU	-385.66	32	3638133.18	1746095.962068965516	47815	43	-12.051875	.066924605	.020913939	10	22	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	LOW	LOW	LOW	216550	347	28019.84	6000.301034482759	47815	363	624.063401	.725713688	.025096727	12	335	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	NRR	NRR	NRR	0	0	0	0	47815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	OTA	OTA	OTA	188818.94	292	41844.75	6099.908850574713	47815	492	646.640205	.610687023	.372268117	178	114	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
SHR	05-APR-19	04-05-19	OTH	OTH	OTH	58433.25	102	13704.32	4700.58	47815	132	572.875	.213322179	.054376242	26	76	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
